,steps,loss,plain,smorl
0,200,11.361358642578125,10.78,0.581
1,400,11.2652006149292,10.678,0.587
2,600,11.086081504821777,10.593,0.493
3,800,10.878606796264648,10.427,0.451
4,1000,10.971220016479492,10.507,0.464
5,1200,10.830682754516602,10.389,0.441
6,1400,10.690149307250977,10.247,0.443
7,1600,10.851409912109375,10.405,0.447
8,1800,10.350897789001465,9.91,0.441
9,2000,10.685980796813965,10.185,0.501
10,2200,10.377010345458984,9.904,0.473
11,2400,10.207334518432617,9.835,0.372
12,2600,10.283599853515625,9.754,0.529
13,2800,10.336650848388672,9.899,0.438
14,3000,10.172760009765625,9.721,0.452
15,3200,9.80187702178955,9.449,0.353
16,3400,10.152729988098145,9.728,0.425
17,3600,9.886022567749023,9.542,0.344
18,3800,10.04157543182373,9.655,0.386
19,4000,8.848544120788574,8.381,0.468
20,4200,9.421043395996094,9.0,0.421
21,4400,9.00477409362793,8.586,0.419
22,4600,9.434337615966797,8.954,0.48
23,4800,8.741910934448242,8.292,0.45
24,5000,8.651278495788574,8.213,0.438
25,5200,8.757964134216309,8.169,0.589
26,5400,8.831195831298828,8.392,0.439
27,5600,8.834948539733887,8.381,0.454
28,5800,8.649785041809082,8.222,0.427
29,6000,8.960722923278809,8.586,0.374
30,6200,8.750514030456543,8.384,0.367
31,6400,8.298711776733398,7.922,0.377
32,6600,8.109393119812012,7.715,0.394
33,6800,8.459831237792969,8.089,0.371
34,7000,8.31944751739502,7.839,0.481
35,7200,8.049748420715332,7.621,0.429
36,7400,8.391502380371094,7.933,0.458
37,7600,8.2949800491333,7.849,0.446
38,7800,8.200074195861816,7.692,0.508
39,8000,7.75441837310791,7.168,0.587
40,8200,7.881734848022461,7.444,0.438
41,8400,7.906556129455566,7.33,0.577
42,8600,7.887914180755615,7.366,0.522
43,8800,7.685892105102539,7.099,0.586
44,9000,8.027945518493652,7.333,0.695
45,9200,7.409606456756592,7.008,0.402
46,9400,7.693235397338867,7.276,0.417
47,9600,7.539762020111084,7.122,0.418
48,9800,7.256272315979004,6.688,0.569
49,10000,7.628005504608154,6.994,0.634
50,10200,7.283011436462402,6.804,0.479
51,10400,7.584259986877441,7.187,0.398
52,10600,7.31087064743042,6.879,0.431
53,10800,7.533113479614258,6.998,0.535
54,11000,7.608920574188232,7.211,0.398
55,11200,7.487393379211426,6.984,0.504
56,11400,7.588315010070801,7.151,0.437
57,11600,6.539024829864502,6.245,0.294
58,11800,6.767099380493164,6.316,0.451
59,12000,7.143108367919922,6.585,0.559
60,12200,7.178686141967773,6.733,0.445
61,12400,7.123157024383545,6.742,0.381
62,12600,6.883977890014648,6.454,0.43
63,12800,6.768176555633545,6.466,0.302
64,13000,6.961065292358398,6.613,0.348
65,13200,7.215224742889404,6.761,0.455
66,13400,6.964682102203369,6.522,0.443
67,13600,6.695760726928711,6.35,0.346
68,13800,7.441124439239502,6.996,0.445
69,14000,7.008913993835449,6.643,0.366
70,14200,6.720192909240723,6.314,0.406
71,14400,6.730746269226074,6.299,0.432
72,14600,6.849349498748779,6.37,0.48
73,14800,6.934946060180664,6.554,0.381
74,15000,6.815943241119385,6.331,0.485
75,15200,6.782400608062744,6.27,0.512
76,15400,6.701768398284912,6.276,0.426
77,15600,6.5151448249816895,5.891,0.624
78,15800,6.246669769287109,5.7,0.547
79,16000,6.052670001983643,5.554,0.499
80,16200,6.512919902801514,5.926,0.587
81,16400,6.030549049377441,5.481,0.549
82,16600,6.663121223449707,6.03,0.633
83,16800,6.506722450256348,6.052,0.455
84,17000,6.438361644744873,5.866,0.573
85,17200,6.623477935791016,6.005,0.619
86,17400,6.210999965667725,5.679,0.532
87,17600,6.456484794616699,5.855,0.602
88,17800,6.725969314575195,6.241,0.485
89,18000,6.2581634521484375,5.746,0.512
90,18200,6.232525825500488,5.644,0.589
