,steps,loss,plain,smorl
0,200,8.723956108093262,8.429,0.295
1,400,8.295439720153809,7.996,0.299
2,600,8.049263000488281,7.791,0.258
3,800,7.728858470916748,7.391,0.338
4,1000,7.754427909851074,7.429,0.325
5,1200,7.275444030761719,7.0,0.276
6,1400,7.2074809074401855,6.892,0.316
7,1600,7.089848041534424,6.783,0.307
8,1800,7.002699851989746,6.676,0.327
9,2000,7.263910293579102,6.956,0.308
10,2200,6.743919372558594,6.486,0.258
11,2400,7.187445163726807,6.929,0.259
12,2600,6.721141338348389,6.442,0.279
13,2800,6.767536640167236,6.461,0.306
14,3000,6.546130657196045,6.276,0.27
15,3200,6.802891254425049,6.529,0.274
16,3400,6.750877857208252,6.443,0.308
17,3600,6.649567604064941,6.378,0.272
18,3800,6.26006555557251,5.952,0.308
19,4000,6.300302982330322,5.967,0.333
20,4200,6.644513130187988,6.347,0.297
21,4400,6.315579891204834,6.023,0.293
22,4600,6.5650506019592285,6.19,0.375
23,4800,6.183483123779297,5.827,0.356
24,5000,6.472772598266602,6.189,0.284
25,5200,6.036876678466797,5.747,0.29
26,5400,6.1739702224731445,5.896,0.278
27,5600,6.1624884605407715,5.853,0.31
28,5800,6.0813446044921875,5.806,0.276
29,6000,6.080509185791016,5.791,0.29
30,6200,6.117861270904541,5.885,0.233
31,6400,6.083864688873291,5.831,0.253
32,6600,6.217711925506592,5.976,0.241
33,6800,6.168210029602051,5.923,0.245
34,7000,6.09800910949707,5.815,0.283
35,7200,5.855278015136719,5.617,0.239
36,7400,5.772715091705322,5.476,0.297
37,7600,6.258117198944092,5.874,0.384
38,7800,6.140165328979492,5.822,0.318
39,8000,6.335129737854004,6.034,0.301
40,8200,5.624451160430908,5.356,0.269
41,8400,5.85584831237793,5.605,0.251
42,8600,5.857313632965088,5.633,0.224
43,8800,5.959237098693848,5.654,0.306
44,9000,6.226109981536865,5.919,0.307
45,9200,5.9365739822387695,5.634,0.302
46,9400,6.113894939422607,5.828,0.286
47,9600,5.96063232421875,5.72,0.241
48,9800,6.343846797943115,5.999,0.345
49,10000,5.490406036376953,5.168,0.322
50,10200,6.298844814300537,5.974,0.325
51,10400,6.402003765106201,6.099,0.303
52,10600,6.149328708648682,5.865,0.285
53,10800,5.588540077209473,5.332,0.257
54,11000,5.926726341247559,5.569,0.358
55,11200,5.752924919128418,5.496,0.257
56,11400,5.809276103973389,5.505,0.305
57,11600,5.777356147766113,5.476,0.301
58,11800,5.888672351837158,5.536,0.353
59,12000,5.931604862213135,5.62,0.311
60,12200,5.86076021194458,5.626,0.235
61,12400,5.330229759216309,5.085,0.245
62,12600,6.0172038078308105,5.73,0.287
63,12800,6.0624823570251465,5.758,0.305
64,13000,5.498204231262207,5.247,0.252
65,13200,5.919207572937012,5.699,0.22
66,13400,5.729346752166748,5.524,0.205
67,13600,5.5125203132629395,5.287,0.226
68,13800,6.381361961364746,6.049,0.332
69,14000,5.773166179656982,5.54,0.233
70,14200,5.497073173522949,5.257,0.24
71,14400,5.666101455688477,5.459,0.207
72,14600,5.66179084777832,5.263,0.399
73,14800,5.57403564453125,5.301,0.273
74,15000,5.593775272369385,5.372,0.221
75,15200,5.9584431648254395,5.716,0.242
76,15400,5.725224018096924,5.397,0.328
77,15600,5.60120964050293,5.328,0.273
78,15800,5.635066986083984,5.37,0.266
79,16000,5.414370059967041,5.135,0.28
80,16200,5.678590774536133,5.476,0.202
81,16400,5.492617607116699,5.275,0.218
82,16600,5.480961799621582,5.229,0.252
83,16800,5.3744049072265625,5.112,0.263
84,17000,5.447371482849121,5.246,0.201
85,17200,5.568339824676514,5.36,0.209
86,17400,5.61397123336792,5.344,0.27
87,17600,5.887325763702393,5.674,0.214
88,17800,5.457862377166748,5.212,0.245
89,18000,5.928813934326172,5.714,0.215
90,18200,5.379415988922119,5.164,0.215
91,18400,5.325309753417969,5.052,0.273
92,18600,5.669947624206543,5.38,0.29
93,18800,5.681125640869141,5.459,0.222
94,19000,5.3107380867004395,5.089,0.222
95,19200,5.415506839752197,5.177,0.238
96,19400,5.492444038391113,5.255,0.237
97,19600,5.665833950042725,5.436,0.23
98,19800,5.663582801818848,5.437,0.226
99,20000,5.4680023193359375,5.264,0.204
100,20200,5.565249919891357,5.365,0.2
101,20400,5.763807773590088,5.54,0.223
102,20600,5.667337417602539,5.417,0.25
103,20800,5.854681491851807,5.602,0.253
104,21000,5.4654364585876465,5.223,0.242
105,21200,5.157039165496826,4.942,0.215
106,21400,5.639187335968018,5.431,0.209
107,21600,5.527048587799072,5.256,0.271
108,21800,5.56281852722168,5.332,0.23
109,22000,5.350291728973389,5.1,0.25
110,22200,4.830346584320068,4.644,0.186
111,22400,5.6127777099609375,5.341,0.272
112,22600,5.579876899719238,5.36,0.22
113,22800,5.3003621101379395,5.047,0.254
114,23000,5.244864463806152,5.031,0.214
115,23200,5.478791236877441,5.272,0.207
116,23400,5.334990978240967,5.132,0.203
117,23600,5.247007846832275,4.998,0.249
118,23800,5.463797092437744,5.278,0.186
119,24000,5.362786769866943,5.156,0.207
120,24200,5.484174728393555,5.26,0.225
121,24400,5.72323751449585,5.437,0.286
122,24600,5.626979827880859,5.392,0.235
123,24800,5.461667060852051,5.245,0.216
124,25000,5.629312515258789,5.404,0.226
125,25200,5.311169624328613,5.148,0.163
126,25400,5.477498531341553,5.225,0.252
127,25600,5.395396709442139,5.193,0.202
128,25800,5.543762683868408,5.295,0.249
129,26000,5.09575891494751,4.906,0.189
130,26200,5.426097869873047,5.205,0.221
131,26400,5.180854797363281,4.983,0.198
132,26600,5.386955261230469,5.197,0.19
133,26800,5.040496349334717,4.825,0.215
134,27000,5.2228312492370605,5.003,0.22
135,27200,5.536888122558594,5.34,0.197
136,27400,5.216640472412109,5.04,0.176
137,27600,5.095361709594727,4.883,0.212
138,27800,5.233480930328369,5.066,0.168
139,28000,5.345521450042725,5.146,0.2
140,28200,5.303467750549316,5.104,0.199
141,28400,5.444248676300049,5.188,0.257
142,28600,5.653048515319824,5.463,0.19
