,steps,loss,plain,smorl
0,200,8.752796173095703,8.397,0.356
1,400,8.42630672454834,8.015,0.412
2,600,8.353681564331055,7.971,0.383
3,800,7.98518180847168,7.614,0.371
4,1000,7.478147983551025,7.02,0.458
5,1200,7.688884735107422,7.313,0.376
6,1400,7.619931697845459,7.198,0.422
7,1600,7.213993072509766,6.788,0.426
8,1800,7.1374359130859375,6.685,0.453
9,2000,7.265603065490723,6.75,0.515
10,2200,7.0140533447265625,6.545,0.469
11,2400,7.462738037109375,7.028,0.434
12,2600,6.97924280166626,6.533,0.446
13,2800,7.111101150512695,6.586,0.525
14,3000,7.080170154571533,6.592,0.488
15,3200,6.947872161865234,6.482,0.466
16,3400,6.976991653442383,6.544,0.433
17,3600,6.941566467285156,6.414,0.527
18,3800,6.48077392578125,5.939,0.542
19,4000,6.776648044586182,6.325,0.452
20,4200,6.901451587677002,6.288,0.614
21,4400,7.19156551361084,6.497,0.695
22,4600,6.517340183258057,5.932,0.586
23,4800,6.713352680206299,6.142,0.571
24,5000,6.4994988441467285,6.016,0.483
25,5200,6.96578311920166,6.411,0.555
26,5400,6.873355865478516,6.265,0.608
27,5600,6.736296653747559,6.234,0.503
28,5800,6.664138317108154,6.132,0.532
29,6000,6.538884162902832,6.011,0.528
30,6200,6.6397600173950195,6.111,0.528
31,6400,6.571487903594971,6.075,0.497
32,6600,6.609493732452393,6.042,0.567
33,6800,6.568706512451172,6.102,0.467
34,7000,6.3747968673706055,5.863,0.512
35,7200,6.631252288818359,6.069,0.562
36,7400,6.209471702575684,5.683,0.526
37,7600,6.45556640625,5.88,0.575
38,7800,6.270554542541504,5.76,0.511
39,8000,6.1705002784729,5.589,0.582
40,8200,6.263250350952148,5.687,0.576
41,8400,6.4416422843933105,5.824,0.618
42,8600,6.266272068023682,5.85,0.417
43,8800,6.510551452636719,6.073,0.438
44,9000,5.89443302154541,5.443,0.451
45,9200,6.110614776611328,5.576,0.534
46,9400,6.672016620635986,6.228,0.444
47,9600,6.108649730682373,5.655,0.454
48,9800,6.009291172027588,5.569,0.441
49,10000,6.228038787841797,5.715,0.514
50,10200,6.298186779022217,5.783,0.515
51,10400,6.170525074005127,5.693,0.477
52,10600,5.864701747894287,5.452,0.413
53,10800,6.3083319664001465,5.808,0.501
54,11000,6.185935020446777,5.723,0.463
55,11200,6.016476631164551,5.507,0.509
56,11400,6.053077697753906,5.589,0.464
57,11600,6.162330627441406,5.681,0.481
58,11800,6.494822978973389,5.961,0.533
59,12000,6.160892486572266,5.72,0.44
60,12200,5.781122207641602,5.29,0.491
61,12400,6.5059428215026855,5.992,0.514
62,12600,6.134286880493164,5.603,0.531
63,12800,5.940433502197266,5.492,0.448
64,13000,5.865893363952637,5.382,0.484
65,13200,5.851648807525635,5.445,0.406
66,13400,6.060216903686523,5.63,0.431
67,13600,5.912813186645508,5.498,0.415
68,13800,6.307417869567871,5.844,0.463
69,14000,5.764581680297852,5.328,0.437
70,14200,5.965999126434326,5.548,0.418
71,14400,5.868505954742432,5.434,0.434
72,14600,5.648282051086426,5.226,0.423
73,14800,5.767324447631836,5.298,0.469
74,15000,6.013502597808838,5.587,0.427
75,15200,6.063819885253906,5.61,0.454
76,15400,5.877182960510254,5.437,0.44
77,15600,6.098844528198242,5.703,0.395
78,15800,5.7885003089904785,5.369,0.419
79,16000,5.698178291320801,5.297,0.401
80,16200,5.738794326782227,5.289,0.45
81,16400,5.539244651794434,5.084,0.455
82,16600,5.934014797210693,5.493,0.441
83,16800,5.993800163269043,5.487,0.507
84,17000,5.653483867645264,5.186,0.467
85,17200,6.164604187011719,5.675,0.489
86,17400,6.0629448890686035,5.727,0.336
87,17600,5.9260382652282715,5.479,0.447
88,17800,6.061505317687988,5.663,0.399
89,18000,5.649156093597412,5.249,0.4
90,18200,5.885560035705566,5.399,0.486
91,18400,5.459670543670654,5.047,0.412
92,18600,5.369392395019531,4.951,0.418
93,18800,5.590675354003906,5.184,0.407
94,19000,5.802171230316162,5.407,0.395
95,19200,5.772422790527344,5.376,0.397
96,19400,5.703747749328613,5.296,0.408
97,19600,5.680177688598633,5.299,0.381
98,19800,5.708001613616943,5.299,0.409
99,20000,6.310736656188965,5.783,0.527
100,20200,5.665247917175293,5.207,0.458
101,20400,5.772532939910889,5.373,0.4
102,20600,5.773604393005371,5.36,0.414
103,20800,5.995728015899658,5.598,0.398
104,21000,5.856747150421143,5.409,0.448
105,21200,5.695286273956299,5.294,0.401
106,21400,5.4863104820251465,5.1,0.386
107,21600,6.00598669052124,5.598,0.408
108,21800,5.610229015350342,5.22,0.391
109,22000,5.211615562438965,4.805,0.407
110,22200,5.662069320678711,5.29,0.372
111,22400,6.068868160247803,5.603,0.465
112,22600,5.636261940002441,5.262,0.374
113,22800,5.624591827392578,5.213,0.412
114,23000,5.862333297729492,5.472,0.391
115,23200,5.882190704345703,5.447,0.435
116,23400,5.620926856994629,5.181,0.44
117,23600,5.57431173324585,5.206,0.368
118,23800,5.770837306976318,5.354,0.417
119,24000,5.543293476104736,5.191,0.352
120,24200,5.648000240325928,5.221,0.427
121,24400,5.9110846519470215,5.458,0.453
122,24600,5.6162004470825195,5.219,0.397
123,24800,5.827834129333496,5.453,0.375
124,25000,5.715911388397217,5.307,0.409
125,25200,5.643377780914307,5.307,0.336
126,25400,5.701199531555176,5.245,0.456
127,25600,5.515763759613037,5.156,0.359
128,25800,5.900506973266602,5.488,0.412
129,26000,5.240839004516602,4.851,0.39
130,26200,5.783453941345215,5.387,0.397
131,26400,5.573249816894531,5.14,0.433
132,26600,5.647692680358887,5.312,0.335
133,26800,5.775469779968262,5.425,0.35
134,27000,5.687023639678955,5.204,0.483
135,27200,5.538522243499756,5.095,0.444
136,27400,5.516766548156738,5.151,0.366
137,27600,5.759705066680908,5.366,0.394
138,27800,5.628083229064941,5.281,0.347
139,28000,5.85127592086792,5.471,0.38
140,28200,5.7841949462890625,5.365,0.419
141,28400,5.656230449676514,5.232,0.424
142,28600,5.619758605957031,5.235,0.385
143,28800,5.707552909851074,5.403,0.305
144,29000,5.418452262878418,5.015,0.403
145,29200,5.744135856628418,5.303,0.441
146,29400,5.617567539215088,5.266,0.352
147,29600,5.469507217407227,5.067,0.402
148,29800,5.364330291748047,4.976,0.389
149,30000,5.3160624504089355,4.945,0.371
150,30200,5.962347030639648,5.545,0.417
151,30400,5.502063751220703,5.053,0.449
152,30600,5.249998569488525,4.848,0.402
153,30800,5.576962947845459,5.235,0.342
154,31000,5.539517879486084,5.205,0.334
155,31200,5.434381008148193,5.087,0.347
156,31400,5.7639665603637695,5.411,0.352
157,31600,5.74513053894043,5.371,0.374
158,31800,5.784010887145996,5.373,0.411
159,32000,5.6263346672058105,5.278,0.348
160,32200,5.543834686279297,5.173,0.371
161,32400,5.409008026123047,5.028,0.381
162,32600,5.521901607513428,5.144,0.378
163,32800,5.606752395629883,5.165,0.442
164,33000,5.839846611022949,5.416,0.424
165,33200,5.555943489074707,5.173,0.383
166,33400,5.184388160705566,4.901,0.284
167,33600,5.929668426513672,5.481,0.449
168,33800,5.791787624359131,5.422,0.37
169,34000,5.656657695770264,5.294,0.363
170,34200,5.294028282165527,4.927,0.367
171,34400,5.4252142906188965,5.058,0.368
172,34600,5.991486549377441,5.541,0.451
173,34800,5.618712425231934,5.242,0.377
174,35000,5.845842361450195,5.434,0.412
175,35200,5.357369422912598,5.005,0.353
176,35400,5.67412805557251,5.265,0.409
177,35600,5.380107879638672,4.992,0.388
178,35800,5.7225470542907715,5.322,0.401
179,36000,5.628617763519287,5.291,0.337
180,36200,5.20574951171875,4.809,0.396
181,36400,5.361238956451416,5.015,0.346
182,36600,5.436056137084961,5.046,0.39
183,36800,5.4901018142700195,5.149,0.341
184,37000,5.374339580535889,4.961,0.413
185,37200,5.540313720703125,5.158,0.382
186,37400,5.328713417053223,4.966,0.362
187,37600,5.5155792236328125,5.169,0.347
188,37800,5.4468183517456055,5.075,0.372
189,38000,5.52636194229126,5.119,0.407
190,38200,5.7312750816345215,5.359,0.372
191,38400,5.614781379699707,5.224,0.391
192,38600,5.403956413269043,4.98,0.424
193,38800,5.522486686706543,5.148,0.375
194,39000,5.341493606567383,4.986,0.356
195,39200,5.747609615325928,5.389,0.358
196,39400,5.609908103942871,5.272,0.338
197,39600,5.624960422515869,5.258,0.367
198,39800,5.117308139801025,4.74,0.378
199,40000,5.238866329193115,4.863,0.375
200,40200,5.177574634552002,4.828,0.349
201,40400,5.433572292327881,5.042,0.391
202,40600,5.616914749145508,5.222,0.395
203,40800,5.388073921203613,4.974,0.414
204,41000,5.430301189422607,5.075,0.355
205,41200,5.274017810821533,4.902,0.372
206,41400,5.491524696350098,5.073,0.419
207,41600,5.380025863647461,5.02,0.36
208,41800,5.390758037567139,4.991,0.4
209,42000,5.514987468719482,5.104,0.411
210,42200,5.556063652038574,5.188,0.368
211,42400,5.510433673858643,5.061,0.449
212,42600,5.493295669555664,5.054,0.439
213,42800,5.227379322052002,4.859,0.369
214,43000,5.366274356842041,4.99,0.376
215,43200,5.328824043273926,4.952,0.376
216,43400,5.587629318237305,5.209,0.378
217,43600,5.500535488128662,5.112,0.388
218,43800,5.484402179718018,5.109,0.375
219,44000,5.324357986450195,4.891,0.434
220,44200,5.270979881286621,4.925,0.346
221,44400,5.365461349487305,5.013,0.353
222,44600,5.581484794616699,5.213,0.368
223,44800,5.437578201293945,5.044,0.394
224,45000,5.477156162261963,5.106,0.371
225,45200,5.619617938995361,5.267,0.352
226,45400,5.410525321960449,5.098,0.312
227,45600,5.758577346801758,5.361,0.398
228,45800,5.474257946014404,5.097,0.377
229,46000,5.22648286819458,4.863,0.364
230,46200,5.2860002517700195,4.877,0.409
231,46400,5.543568134307861,5.181,0.362
232,46600,5.464883804321289,5.143,0.322
233,46800,5.408381938934326,5.067,0.341
234,47000,4.858470439910889,4.491,0.367
235,47200,5.235150337219238,4.891,0.345
236,47400,5.207530975341797,4.887,0.321
237,47600,5.657444000244141,5.22,0.438
238,47800,5.450099945068359,5.027,0.423
239,48000,5.4219746589660645,5.035,0.387
240,48200,5.7722954750061035,5.379,0.393
241,48400,5.115938663482666,4.732,0.384
242,48600,5.232673168182373,4.885,0.348
243,48800,5.546926975250244,5.216,0.33
244,49000,5.3561506271362305,4.987,0.369
245,49200,5.5149006843566895,5.15,0.365
246,49400,5.438203811645508,5.079,0.36
247,49600,5.4046783447265625,5.018,0.387
248,49800,5.579325199127197,5.159,0.421
249,50000,5.5306830406188965,5.161,0.369
250,50200,5.37592887878418,5.015,0.361
251,50400,5.3312530517578125,5.021,0.311
252,50600,5.126396656036377,4.739,0.387
253,50800,5.392373085021973,4.967,0.425
254,51000,5.53088903427124,5.167,0.364
255,51200,5.575956344604492,5.183,0.393
256,51400,5.49140739440918,5.111,0.38
257,51600,5.426400661468506,5.069,0.357
258,51800,5.666313171386719,5.214,0.453
259,52000,5.5108962059021,5.161,0.35
260,52200,5.168212890625,4.807,0.362
261,52400,5.311733245849609,4.972,0.34
262,52600,5.562414169311523,5.207,0.356
263,52800,5.171873569488525,4.849,0.322
264,53000,5.246389389038086,4.906,0.341
265,53200,5.376394271850586,5.022,0.354
266,53400,5.421017169952393,5.063,0.358
267,53600,5.358218669891357,4.933,0.425
268,53800,5.47065544128418,5.134,0.337
269,54000,5.514809608459473,5.109,0.406
270,54200,5.61146879196167,5.257,0.354
271,54400,5.399997711181641,5.056,0.344
272,54600,5.442916393280029,5.089,0.354
273,54800,5.472417831420898,5.109,0.364
274,55000,5.145172595977783,4.803,0.342
275,55200,5.430037021636963,5.021,0.41
276,55400,5.000056266784668,4.656,0.344
277,55600,5.391017436981201,5.055,0.336
278,55800,5.284555435180664,4.937,0.347
279,56000,5.503433704376221,5.158,0.346
280,56200,5.4530768394470215,5.117,0.336
281,56400,5.3763747215271,5.045,0.332
282,56600,5.40852165222168,5.075,0.334
283,56800,5.7221360206604,5.36,0.363
284,57000,5.294257640838623,4.927,0.368
285,57200,5.468209743499756,5.13,0.338
286,57400,5.07966423034668,4.728,0.352
287,57600,5.714617729187012,5.331,0.384
288,57800,5.563872337341309,5.165,0.399
289,58000,5.170443058013916,4.792,0.379
290,58200,5.458351135253906,5.129,0.329
291,58400,4.9422688484191895,4.578,0.364
292,58600,5.189209461212158,4.833,0.356
293,58800,5.253780364990234,4.9,0.354
294,59000,5.469344139099121,5.135,0.335
295,59200,5.484710216522217,5.168,0.317
296,59400,5.329506874084473,4.996,0.333
297,59600,5.175468921661377,4.836,0.339
298,59800,5.2644877433776855,4.97,0.294
299,60000,5.601659774780273,5.23,0.372
300,60200,5.731630802154541,5.339,0.392
301,60400,5.3430304527282715,4.974,0.369
302,60600,5.370615005493164,5.058,0.312
303,60800,5.176614284515381,4.858,0.319
304,61000,5.5328521728515625,5.191,0.341
305,61200,5.395625114440918,5.028,0.368
306,61400,5.4214043617248535,5.113,0.309
307,61600,5.049503803253174,4.676,0.373
308,61800,5.263641834259033,4.886,0.378
309,62000,5.293822288513184,4.912,0.382
310,62200,5.115691661834717,4.784,0.332
311,62400,5.289939880371094,4.938,0.352
312,62600,5.2918901443481445,4.893,0.399
313,62800,4.874821662902832,4.516,0.359
314,63000,5.555880546569824,5.086,0.47
315,63200,5.062343120574951,4.723,0.339
316,63400,5.0780229568481445,4.719,0.359
317,63600,5.205502510070801,4.808,0.397
318,63800,5.12415075302124,4.773,0.351
319,64000,5.407404899597168,5.03,0.378
320,64200,5.434203147888184,5.04,0.395
321,64400,5.2039031982421875,4.835,0.369
322,64600,5.230977535247803,4.887,0.344
323,64800,5.449385643005371,5.086,0.364
324,65000,5.216835975646973,4.859,0.358
325,65200,5.37530517578125,5.005,0.37
326,65400,5.426903247833252,5.113,0.314
327,65600,5.261735916137695,4.93,0.332
328,65800,5.310821533203125,4.93,0.38
329,66000,5.274773597717285,4.959,0.316
330,66200,5.098772048950195,4.792,0.307
331,66400,5.44185209274292,5.07,0.372
332,66600,5.210574150085449,4.883,0.327
333,66800,4.9261884689331055,4.554,0.372
334,67000,5.452958583831787,5.083,0.37
335,67200,5.385492324829102,5.059,0.327
336,67400,5.640804290771484,5.298,0.343
337,67600,5.438294887542725,5.106,0.333
338,67800,5.215526580810547,4.807,0.408
339,68000,5.221365451812744,4.891,0.33
340,68200,5.417013645172119,5.051,0.366
341,68400,5.450728416442871,5.131,0.32
342,68600,5.117572784423828,4.81,0.308
343,68800,5.061497688293457,4.744,0.317
344,69000,5.044830322265625,4.722,0.322
345,69200,5.020175933837891,4.679,0.341
346,69400,5.309763431549072,4.999,0.311
347,69600,5.198268890380859,4.869,0.33
348,69800,5.629329681396484,5.272,0.357
349,70000,4.823973655700684,4.447,0.377
350,70200,5.091107368469238,4.752,0.339
351,70400,5.654437065124512,5.287,0.367
352,70600,5.2114763259887695,4.837,0.374
353,70800,5.415627956390381,5.098,0.318
354,71000,5.399791717529297,5.007,0.393
355,71200,5.549349784851074,5.235,0.314
356,71400,5.575578212738037,5.198,0.377
357,71600,5.540831089019775,5.167,0.373
358,71800,5.426721572875977,5.033,0.394
359,72000,5.458256244659424,5.14,0.318
360,72200,5.505172252655029,5.194,0.311
361,72400,5.059526443481445,4.717,0.342
362,72600,5.300343990325928,4.928,0.372
363,72800,5.739105224609375,5.373,0.366
364,73000,5.076554298400879,4.67,0.406
365,73200,5.197812557220459,4.867,0.331
366,73400,5.171995162963867,4.783,0.389
367,73600,5.156657695770264,4.86,0.296
368,73800,5.17248010635376,4.795,0.377
369,74000,5.0808796882629395,4.744,0.337
370,74200,5.485918998718262,5.123,0.363
371,74400,5.322702407836914,5.018,0.304
372,74600,5.027523994445801,4.647,0.381
373,74800,5.261929035186768,4.892,0.37
374,75000,5.689279079437256,5.305,0.385
375,75200,5.5288543701171875,5.172,0.357
376,75400,5.357917785644531,5.027,0.331
377,75600,5.656397819519043,5.369,0.288
378,75800,4.986485481262207,4.635,0.351
379,76000,5.217299938201904,4.851,0.366
380,76200,5.307344436645508,4.932,0.375
381,76400,5.432116508483887,5.115,0.317
382,76600,5.458887100219727,5.114,0.345
383,76800,5.146694183349609,4.825,0.322
384,77000,5.196230888366699,4.842,0.354
385,77200,5.279647350311279,4.918,0.361
386,77400,5.143237590789795,4.802,0.341
387,77600,5.036401271820068,4.678,0.358
388,77800,5.607795715332031,5.255,0.353
389,78000,5.2699103355407715,4.96,0.31
390,78200,5.108888626098633,4.787,0.322
391,78400,5.021072864532471,4.688,0.333
392,78600,5.388032913208008,5.021,0.367
393,78800,5.529850959777832,5.111,0.419
394,79000,5.804471015930176,5.441,0.363
395,79200,5.53292179107666,5.185,0.348
396,79400,5.427164554595947,5.137,0.29
397,79600,5.372035980224609,5.009,0.363
398,79800,5.258545398712158,4.899,0.36
399,80000,5.448361873626709,5.105,0.343
400,80200,5.6025848388671875,5.232,0.371
401,80400,5.305178642272949,4.938,0.368
402,80600,5.1106061935424805,4.749,0.362
403,80800,5.296618938446045,4.914,0.382
404,81000,5.367250919342041,4.971,0.396
405,81200,4.763710021972656,4.46,0.303
406,81400,5.580151557922363,5.25,0.331
407,81600,5.285677909851074,4.922,0.364
408,81800,5.394752502441406,5.097,0.298
409,82000,5.092981815338135,4.73,0.363
410,82200,5.254234313964844,4.896,0.358
411,82400,5.437100410461426,5.108,0.329
412,82600,5.246510982513428,4.936,0.31
413,82800,5.175238132476807,4.874,0.302
414,83000,5.309408187866211,4.982,0.328
415,83200,5.329014301300049,4.957,0.372
416,83400,4.9076056480407715,4.556,0.351
417,83600,5.0545973777771,4.73,0.325
418,83800,5.537167072296143,5.236,0.301
419,84000,5.152222156524658,4.863,0.289
420,84200,5.505274295806885,5.112,0.393
421,84400,4.834399223327637,4.547,0.287
422,84600,5.100942611694336,4.761,0.34
423,84800,5.175708770751953,4.801,0.375
424,85000,5.158106803894043,4.812,0.346
425,85200,5.423277378082275,5.083,0.34
426,85400,5.239481449127197,4.836,0.403
427,85600,5.091975212097168,4.769,0.323
428,85800,5.484245300292969,5.145,0.34
429,86000,5.456005573272705,5.096,0.36
430,86200,5.265154838562012,4.935,0.33
431,86400,5.288214683532715,4.925,0.363
432,86600,5.482189178466797,5.129,0.353
433,86800,5.1508331298828125,4.847,0.304
434,87000,5.354862689971924,5.051,0.304
435,87200,5.310063362121582,4.933,0.377
436,87400,5.235495567321777,4.903,0.333
437,87600,4.906430244445801,4.599,0.307
438,87800,5.522683620452881,5.188,0.335
439,88000,5.128661155700684,4.714,0.415
440,88200,5.169342994689941,4.843,0.327
441,88400,5.449667930603027,5.127,0.322
442,88600,5.536650657653809,5.206,0.33
443,88800,5.296453475952148,4.92,0.377
444,89000,5.368785381317139,5.05,0.318
445,89200,5.505680084228516,5.166,0.34
446,89400,5.464814186096191,5.056,0.409
447,89600,5.2636237144470215,4.916,0.348
448,89800,5.3338541984558105,4.948,0.386
449,90000,5.322032928466797,4.973,0.349
450,90200,5.222287654876709,4.895,0.327
451,90400,5.184315204620361,4.839,0.345
452,90600,5.083438396453857,4.736,0.348
453,90800,5.1731109619140625,4.826,0.347
454,91000,5.182915210723877,4.815,0.368
455,91200,5.127042293548584,4.814,0.313
456,91400,4.951419353485107,4.612,0.339
457,91600,4.669435977935791,4.3,0.369
458,91800,4.927535533905029,4.581,0.346
459,92000,5.28177547454834,4.966,0.316
460,92200,5.3629302978515625,4.969,0.394
461,92400,4.914723873138428,4.486,0.429
462,92600,5.231412887573242,4.931,0.301
463,92800,5.145514488220215,4.76,0.386
464,93000,5.525118350982666,5.203,0.322
465,93200,5.227502822875977,4.914,0.313
466,93400,5.345541954040527,4.93,0.416
467,93600,5.506368160247803,5.142,0.365
468,93800,5.008370876312256,4.68,0.329
469,94000,5.517771244049072,5.118,0.4
470,94200,5.55654239654541,5.176,0.381
471,94400,4.914187908172607,4.577,0.337
472,94600,5.467848300933838,5.095,0.373
473,94800,5.540867328643799,5.184,0.356
474,95000,5.1624436378479,4.769,0.393
475,95200,5.055242538452148,4.745,0.311
476,95400,4.976207733154297,4.644,0.332
477,95600,5.371051788330078,5.033,0.338
478,95800,5.304529190063477,4.933,0.372
479,96000,5.092592239379883,4.814,0.278
480,96200,5.287029266357422,4.933,0.354
481,96400,5.4075164794921875,5.034,0.373
482,96600,5.324039936065674,4.967,0.357
483,96800,5.257119655609131,4.901,0.356
484,97000,5.132508277893066,4.739,0.394
485,97200,5.30063009262085,4.955,0.345
486,97400,5.452211856842041,5.069,0.384
487,97600,5.454633712768555,5.071,0.384
488,97800,5.018501281738281,4.696,0.323
489,98000,5.122533321380615,4.814,0.308
490,98200,5.271218776702881,4.876,0.395
491,98400,5.20213508605957,4.885,0.317
492,98600,4.988946914672852,4.601,0.388
493,98800,5.3179826736450195,4.932,0.386
494,99000,5.30977725982666,4.964,0.346
495,99200,5.524597644805908,5.158,0.366
496,99400,5.039318084716797,4.721,0.318
497,99600,4.929783344268799,4.514,0.416
498,99800,5.5769219398498535,5.225,0.352
499,100000,5.45606803894043,5.094,0.362
500,100200,5.4034576416015625,5.118,0.286
501,100400,5.164295196533203,4.754,0.41
502,100600,5.251403331756592,4.92,0.331
503,100800,5.297806262969971,4.979,0.319
504,101000,5.034238815307617,4.71,0.324
505,101200,5.256371974945068,4.913,0.343
506,101400,4.759368419647217,4.403,0.356
507,101600,5.344027042388916,5.006,0.338
508,101800,5.001749515533447,4.664,0.338
509,102000,5.057085990905762,4.681,0.376
510,102200,5.215662002563477,4.9,0.316
511,102400,4.965170383453369,4.666,0.299
512,102600,4.988426685333252,4.606,0.382
513,102800,5.258971214294434,4.855,0.404
514,103000,5.248941421508789,4.868,0.381
515,103200,5.236959934234619,4.889,0.348
516,103400,5.161182403564453,4.789,0.372
517,103600,4.928010940551758,4.59,0.338
518,103800,5.049673557281494,4.662,0.388
519,104000,5.013031482696533,4.671,0.342
520,104200,5.100961208343506,4.758,0.343
521,104400,5.195680618286133,4.847,0.349
522,104600,5.585110187530518,5.238,0.347
523,104800,5.329029560089111,4.956,0.373
524,105000,5.328526496887207,4.999,0.33
525,105200,5.046431541442871,4.71,0.336
526,105400,5.265529632568359,4.945,0.321
527,105600,5.439072608947754,5.095,0.344
528,105800,5.020000457763672,4.685,0.335
529,106000,4.783499240875244,4.483,0.301
530,106200,5.206020832061768,4.889,0.317
531,106400,5.278963088989258,4.944,0.335
532,106600,5.062135219573975,4.712,0.35
533,106800,5.837038040161133,5.515,0.322
534,107000,5.310823440551758,4.952,0.359
535,107200,5.2840447425842285,4.968,0.316
536,107400,5.139902591705322,4.782,0.358
537,107600,5.14113712310791,4.805,0.336
538,107800,5.304612159729004,4.931,0.374
539,108000,5.222161769866943,4.865,0.357
540,108200,5.199715614318848,4.922,0.277
541,108400,5.26430082321167,4.925,0.339
542,108600,5.237720012664795,4.831,0.407
543,108800,5.356781005859375,4.948,0.409
544,109000,5.132970809936523,4.718,0.415
545,109200,5.435504913330078,5.066,0.369
546,109400,5.331426620483398,5.017,0.315
547,109600,5.178226470947266,4.768,0.41
548,109800,5.125271320343018,4.795,0.33
549,110000,5.268489360809326,4.924,0.344
550,110200,5.315645217895508,4.942,0.374
551,110400,5.232873439788818,4.859,0.374
552,110600,5.5194525718688965,5.176,0.343
553,110800,5.1925048828125,4.8,0.392
554,111000,5.030829429626465,4.7,0.331
555,111200,5.152857303619385,4.781,0.372
556,111400,5.077070236206055,4.785,0.292
557,111600,5.401309013366699,5.044,0.357
558,111800,5.18402099609375,4.849,0.335
559,112000,5.209777355194092,4.855,0.355
560,112200,4.963253498077393,4.65,0.313
