,steps,loss
0,200,10.680835723876953
1,400,9.836956024169922
2,600,9.209835052490234
3,800,9.094575881958008
4,1000,8.663707733154297
5,1200,8.465580940246582
6,1400,8.178674697875977
7,1600,7.820839881896973
8,1800,7.981330871582031
9,2000,7.273819923400879
10,2200,7.100047588348389
11,2400,7.541357517242432
12,2600,6.986677646636963
13,2800,7.368180751800537
14,3000,7.432587623596191
15,3200,6.535397529602051
16,3400,6.887642860412598
17,3600,7.138742446899414
18,3800,7.0592145919799805
19,4000,5.734055042266846
20,4200,5.484987735748291
21,4400,5.741604328155518
22,4600,6.113367080688477
23,4800,6.567018032073975
24,5000,5.8352861404418945
25,5200,5.894997596740723
26,5400,5.776967525482178
27,5600,6.165153503417969
28,5800,5.66536283493042
29,6000,6.168481349945068
30,6200,6.036786079406738
31,6400,5.869519233703613
32,6600,5.592770099639893
33,6800,6.264108180999756
34,7000,6.109606742858887
35,7200,6.355506896972656
36,7400,5.699868679046631
37,7600,5.652763843536377
38,7800,4.873332977294922
39,8000,5.327404022216797
40,8200,5.563848972320557
41,8400,5.138911724090576
42,8600,5.015166759490967
43,8800,5.115322113037109
44,9000,5.006929397583008
45,9200,5.409142971038818
46,9400,5.2856550216674805
47,9600,5.326330661773682
48,9800,5.455221652984619
49,10000,5.0355119705200195
50,10200,5.33545446395874
51,10400,5.3471999168396
52,10600,5.6175103187561035
53,10800,5.233175754547119
54,11000,5.704928874969482
55,11200,5.388111591339111
56,11400,5.239893913269043
57,11600,4.789433479309082
58,11800,4.6502275466918945
59,12000,4.932825565338135
60,12200,4.7859978675842285
61,12400,4.888653755187988
62,12600,5.094592094421387
63,12800,4.905270576477051
64,13000,5.414859771728516
65,13200,5.290890693664551
66,13400,4.773646354675293
67,13600,5.203342437744141
68,13800,5.43043851852417
69,14000,5.156896591186523
70,14200,5.633846759796143
71,14400,5.211339950561523
72,14600,5.682890892028809
73,14800,5.412675380706787
74,15000,5.315003395080566
75,15200,5.367307662963867
76,15400,5.214262962341309
77,15600,4.214669704437256
78,15800,5.021324634552002
79,16000,4.698249340057373
80,16200,4.92721700668335
81,16400,4.858849048614502
82,16600,4.782413005828857
83,16800,4.690610885620117
84,17000,4.764692306518555
85,17200,5.212899208068848
86,17400,5.463456630706787
87,17600,5.110302925109863
88,17800,5.1216630935668945
89,18000,4.6486616134643555
90,18200,4.862103462219238
91,18400,5.2744598388671875
92,18600,5.160383224487305
93,18800,4.954170227050781
94,19000,5.168076992034912
95,19200,5.169328212738037
96,19400,4.046806335449219
97,19600,4.382647514343262
98,19800,4.254770755767822
99,20000,4.523426055908203
100,20200,4.652894496917725
101,20400,4.225008010864258
102,20600,4.513116836547852
103,20800,4.66894006729126
104,21000,4.460594654083252
105,21200,4.901176929473877
106,21400,4.775156021118164
107,21600,4.702037811279297
108,21800,5.179687976837158
109,22000,4.548133850097656
110,22200,5.169711589813232
111,22400,5.014179229736328
112,22600,5.3254218101501465
113,22800,5.323680400848389
114,23000,5.199727535247803
115,23200,3.852861166000366
116,23400,4.155248165130615
117,23600,4.049905300140381
118,23800,4.4595184326171875
119,24000,4.607605934143066
120,24200,4.692618370056152
121,24400,4.254331111907959
122,24600,4.52362585067749
123,24800,4.981492042541504
124,25000,4.594180107116699
125,25200,4.837555408477783
126,25400,4.681033611297607
127,25600,4.770768642425537
128,25800,4.793459415435791
129,26000,5.230199813842773
130,26200,4.614013671875
131,26400,4.697342872619629
132,26600,4.53276252746582
133,26800,5.097650051116943
134,27000,4.612880706787109
135,27200,4.042435169219971
136,27400,4.425293922424316
137,27600,4.474295139312744
138,27800,4.282567977905273
139,28000,4.4394025802612305
140,28200,4.67357063293457
141,28400,4.329281806945801
142,28600,4.760659217834473
143,28800,4.325699806213379
144,29000,4.752176284790039
145,29200,4.5694074630737305
146,29400,4.311988353729248
147,29600,4.564969539642334
148,29800,4.458615779876709
149,30000,5.042015552520752
150,30200,4.206515789031982
151,30400,4.8665337562561035
152,30600,5.04478645324707
153,30800,5.257890701293945
154,31000,4.112736225128174
155,31200,4.367709636688232
156,31400,4.490424633026123
157,31600,3.9388961791992188
158,31800,4.416653633117676
159,32000,4.084934234619141
160,32200,4.55910587310791
161,32400,4.346710681915283
162,32600,4.7511677742004395
163,32800,4.884240627288818
164,33000,4.380021572113037
165,33200,4.490019798278809
166,33400,5.175272464752197
167,33600,4.9407196044921875
168,33800,5.023410320281982
169,34000,4.735299587249756
170,34200,4.583623886108398
171,34400,5.0534772872924805
172,34600,4.8459272384643555
173,34800,4.291358947753906
174,35000,4.727720260620117
175,35200,4.578083515167236
176,35400,4.211628437042236
177,35600,4.514682292938232
178,35800,4.1424174308776855
179,36000,4.214433193206787
180,36200,4.171455383300781
181,36400,4.563328266143799
182,36600,4.557997226715088
183,36800,4.203726291656494
184,37000,4.501528263092041
185,37200,4.731049060821533
186,37400,4.391666412353516
187,37600,4.790277481079102
188,37800,4.8609113693237305
189,38000,4.619077682495117
190,38200,4.712115287780762
191,38400,4.8365864753723145
192,38600,4.306485652923584
193,38800,3.9419944286346436
194,39000,4.293235778808594
195,39200,3.7215964794158936
196,39400,4.584510326385498
197,39600,4.206118583679199
198,39800,4.386242389678955
199,40000,4.498196125030518
200,40200,3.932379722595215
201,40400,4.361911296844482
202,40600,4.421106338500977
203,40800,4.361428737640381
204,41000,4.325926780700684
205,41200,4.451891899108887
206,41400,4.4158501625061035
207,41600,4.645296573638916
208,41800,4.3318963050842285
209,42000,4.127479553222656
210,42200,4.617608547210693
211,42400,4.531968116760254
212,42600,3.7592506408691406
213,42800,4.069091320037842
214,43000,3.4599382877349854
215,43200,3.9951171875
216,43400,4.385485649108887
217,43600,4.029608249664307
218,43800,4.233512878417969
219,44000,4.89381217956543
220,44200,4.2388715744018555
221,44400,4.179123401641846
222,44600,4.480946063995361
223,44800,3.9360969066619873
224,45000,4.531199932098389
225,45200,4.587376117706299
226,45400,5.0532450675964355
227,45600,4.292192459106445
228,45800,4.605161666870117
229,46000,4.254074573516846
230,46200,4.357786178588867
231,46400,4.003818035125732
232,46600,3.830571174621582
233,46800,4.473928928375244
234,47000,3.997598648071289
235,47200,4.094332218170166
236,47400,3.9799022674560547
237,47600,4.58140230178833
238,47800,4.355888843536377
239,48000,4.007391929626465
240,48200,4.031162261962891
241,48400,4.414092540740967
242,48600,4.1808953285217285
243,48800,4.67051362991333
244,49000,4.332381725311279
245,49200,4.656020641326904
246,49400,4.291600704193115
247,49600,4.705080032348633
248,49800,4.992271900177002
249,50000,4.648721218109131
250,50200,4.70214319229126
251,50400,3.9651408195495605
252,50600,4.0105156898498535
253,50800,3.9888594150543213
254,51000,3.821226119995117
255,51200,4.0884504318237305
256,51400,4.272577285766602
257,51600,4.3905510902404785
258,51800,4.215929985046387
259,52000,4.305657863616943
260,52200,4.194377899169922
261,52400,4.515963077545166
262,52600,4.029263019561768
263,52800,4.278679370880127
264,53000,4.2483344078063965
265,53200,4.45829439163208
266,53400,4.514505386352539
267,53600,4.662252902984619
268,53800,4.171350002288818
269,54000,4.67781400680542
270,54200,3.5921151638031006
271,54400,3.9362494945526123
272,54600,4.196898937225342
273,54800,3.6825711727142334
274,55000,3.9285385608673096
275,55200,4.1227898597717285
276,55400,3.999375820159912
277,55600,4.244085788726807
278,55800,4.437401294708252
279,56000,4.274447441101074
280,56200,4.286934852600098
281,56400,4.308880805969238
282,56600,4.843644142150879
283,56800,4.390142440795898
284,57000,4.399155616760254
285,57200,4.396468639373779
286,57400,4.886783599853516
287,57600,4.416037082672119
288,57800,4.876637935638428
289,58000,3.5076675415039062
290,58200,4.390223979949951
291,58400,4.156323432922363
292,58600,3.944251298904419
293,58800,4.26087760925293
294,59000,4.240554332733154
295,59200,3.9223756790161133
296,59400,4.1923394203186035
297,59600,4.236013889312744
298,59800,4.123784065246582
299,60000,4.318547248840332
300,60200,4.298410415649414
301,60400,4.469441890716553
302,60600,4.400524139404297
303,60800,4.4252095222473145
304,61000,4.392368316650391
305,61200,4.2921881675720215
306,61400,4.099806308746338
307,61600,4.538135051727295
308,61800,3.8516650199890137
309,62000,3.455813407897949
310,62200,3.819899320602417
311,62400,4.282901287078857
312,62600,3.602231979370117
313,62800,4.39385461807251
314,63000,4.371311187744141
315,63200,4.146897792816162
316,63400,4.090945243835449
317,63600,3.854313373565674
318,63800,4.693411350250244
319,64000,4.375720977783203
320,64200,4.016176223754883
321,64400,4.042830467224121
322,64600,4.325084209442139
323,64800,4.159373760223389
324,65000,4.187407493591309
325,65200,4.369903564453125
326,65400,4.085980415344238
327,65600,4.817091464996338
328,65800,4.100893020629883
329,66000,3.50820255279541
330,66200,3.755333185195923
331,66400,3.8889119625091553
332,66600,3.4763646125793457
333,66800,3.916022777557373
334,67000,4.014774799346924
335,67200,4.151909351348877
336,67400,4.14104700088501
337,67600,4.210027694702148
338,67800,4.009219646453857
339,68000,3.8448829650878906
340,68200,3.719878673553467
341,68400,4.538130760192871
342,68600,4.28938627243042
343,68800,4.54502534866333
344,69000,4.20195198059082
345,69200,4.0849995613098145
346,69400,4.524294376373291
347,69600,3.9598143100738525
348,69800,3.79986310005188
349,70000,4.131602764129639
350,70200,3.862403392791748
351,70400,4.044549942016602
352,70600,3.632018804550171
353,70800,3.762968063354492
354,71000,4.144401550292969
355,71200,3.9779865741729736
356,71400,4.669563293457031
357,71600,3.8350534439086914
358,71800,4.03334379196167
359,72000,3.710660457611084
360,72200,4.438578128814697
361,72400,4.2852277755737305
362,72600,4.125049114227295
363,72800,4.180502414703369
364,73000,4.328354358673096
365,73200,4.451900005340576
366,73400,3.5810763835906982
367,73600,4.048436164855957
368,73800,3.8440635204315186
369,74000,3.422713041305542
370,74200,4.0958757400512695
371,74400,3.4025681018829346
372,74600,3.800893545150757
373,74800,4.091121196746826
374,75000,4.080005645751953
375,75200,4.033438682556152
376,75400,4.0009541511535645
377,75600,4.062383651733398
378,75800,4.049041271209717
379,76000,4.714542388916016
380,76200,4.380308628082275
381,76400,4.182546615600586
382,76600,3.9463791847229004
383,76800,4.141441822052002
384,77000,4.34415864944458
385,77200,4.380401134490967
386,77400,4.277082920074463
387,77600,3.7873871326446533
388,77800,3.7821950912475586
389,78000,3.893476724624634
390,78200,3.775402545928955
391,78400,4.00398063659668
392,78600,3.3633432388305664
393,78800,3.6821911334991455
394,79000,4.106808185577393
395,79200,3.456827163696289
396,79400,4.0374298095703125
397,79600,4.040947914123535
398,79800,3.7801883220672607
399,80000,4.080910682678223
400,80200,4.522120475769043
401,80400,4.454342365264893
402,80600,4.2682271003723145
403,80800,4.523611068725586
404,81000,4.480217933654785
405,81200,3.8105764389038086
406,81400,3.8047428131103516
407,81600,4.234574317932129
408,81800,3.844672918319702
409,82000,3.9140896797180176
410,82200,3.8205437660217285
411,82400,3.977860927581787
412,82600,3.897599458694458
413,82800,4.177340507507324
414,83000,4.256311416625977
415,83200,4.0209856033325195
416,83400,4.316447734832764
417,83600,4.221443176269531
418,83800,4.449510097503662
419,84000,4.032830238342285
420,84200,4.305720329284668
421,84400,4.369015216827393
422,84600,4.3729352951049805
423,84800,3.906175136566162
424,85000,3.874518632888794
425,85200,3.6254539489746094
426,85400,3.696843385696411
427,85600,3.6226446628570557
428,85800,4.3260393142700195
429,86000,4.497617721557617
430,86200,3.8862156867980957
431,86400,4.199052333831787
432,86600,3.9053843021392822
433,86800,4.12706184387207
434,87000,4.210788726806641
435,87200,4.311149597167969
436,87400,3.7915971279144287
437,87600,4.290956497192383
438,87800,4.589047431945801
439,88000,4.167806148529053
440,88200,4.523392200469971
441,88400,4.262776851654053
442,88600,3.889899253845215
443,88800,3.8429160118103027
444,89000,3.7817904949188232
445,89200,3.7603445053100586
446,89400,3.7612509727478027
447,89600,3.902867078781128
448,89800,4.103087425231934
449,90000,3.7784605026245117
450,90200,3.8623249530792236
451,90400,3.7367424964904785
452,90600,3.662454843521118
453,90800,4.017579555511475
454,91000,3.703613042831421
455,91200,4.380184650421143
456,91400,3.9583935737609863
457,91600,4.4300537109375
458,91800,3.963574171066284
459,92000,3.7833845615386963
460,92200,4.324828147888184
461,92400,4.328994274139404
462,92600,4.449924945831299
463,92800,3.5449323654174805
464,93000,3.6458218097686768
465,93200,3.6604511737823486
466,93400,4.028445243835449
467,93600,4.009749412536621
468,93800,3.463468551635742
469,94000,3.8353936672210693
470,94200,3.929853677749634
471,94400,3.811306953430176
472,94600,4.030492782592773
473,94800,3.8881990909576416
474,95000,3.8285794258117676
475,95200,4.094602108001709
476,95400,4.132697582244873
477,95600,4.5254902839660645
478,95800,3.849822521209717
479,96000,4.360867023468018
480,96200,4.041038990020752
481,96400,4.041086673736572
482,96600,3.457637310028076
483,96800,4.2061448097229
484,97000,3.9988462924957275
485,97200,3.704596996307373
486,97400,4.004926681518555
487,97600,3.861909866333008
488,97800,3.6564512252807617
489,98000,4.225461483001709
490,98200,3.677865505218506
491,98400,3.9359090328216553
492,98600,4.139172554016113
493,98800,4.282613754272461
494,99000,4.314701557159424
495,99200,4.008238315582275
496,99400,4.222000598907471
