,steps,loss,plain,smorl
0,200,9.197430610656738,8.874,0.323
1,400,8.804540634155273,8.446,0.359
2,600,8.816263198852539,8.536,0.28
3,800,8.429474830627441,8.048,0.381
4,1000,8.064440727233887,7.784,0.281
5,1200,8.125062942504883,7.794,0.331
6,1400,7.648044109344482,7.324,0.324
7,1600,7.413071632385254,7.133,0.28
8,1800,7.161949634552002,6.876,0.286
9,2000,7.445936679840088,7.132,0.314
10,2200,7.344264984130859,7.033,0.311
11,2400,7.375755786895752,7.143,0.233
12,2600,7.481326103210449,7.184,0.297
13,2800,7.274776935577393,6.968,0.307
14,3000,7.159741401672363,6.911,0.249
15,3200,7.0897603034973145,6.778,0.312
16,3400,7.345827102661133,7.036,0.31
17,3600,6.997363567352295,6.771,0.226
18,3800,6.681734085083008,6.401,0.281
19,4000,7.019960403442383,6.689,0.331
20,4200,6.499776363372803,6.186,0.313
21,4400,6.4811692237854,6.185,0.296
22,4600,6.810143947601318,6.52,0.29
23,4800,6.384839057922363,6.069,0.316
24,5000,6.548061847686768,6.25,0.298
25,5200,6.784719944000244,6.448,0.337
26,5400,6.651610851287842,6.391,0.26
27,5600,6.459249019622803,6.144,0.315
28,5800,6.635857582092285,6.376,0.26
29,6000,6.284019470214844,5.989,0.295
30,6200,6.441348075866699,6.172,0.27
31,6400,6.404071807861328,6.111,0.293
32,6600,6.73312520980835,6.424,0.309
33,6800,6.289999961853027,5.959,0.331
34,7000,6.306091785430908,6.016,0.29
35,7200,6.268187046051025,5.998,0.271
36,7400,6.14510440826416,5.873,0.272
37,7600,6.1564178466796875,5.859,0.297
38,7800,6.020306587219238,5.747,0.273
39,8000,6.331396102905273,5.947,0.384
40,8200,6.376110553741455,6.0,0.376
41,8400,6.095768928527832,5.764,0.332
42,8600,6.246523380279541,5.9,0.346
43,8800,6.225892066955566,5.832,0.394
44,9000,6.304850101470947,5.889,0.416
45,9200,6.221144199371338,5.898,0.323
46,9400,6.062050819396973,5.701,0.361
47,9600,5.948408603668213,5.597,0.352
48,9800,6.261747360229492,5.935,0.327
